City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Letka,RU,2022-02-12 15:58:42,59.6011,49.4232,18.7,97,99,4.59
281,Cidreira,BR,2022-02-12 15:58:43,-30.1811,-50.2056,79.41,68,1,15.61
282,Ise,JP,2022-02-12 15:58:44,34.4833,136.7,35.62,68,0,6.69
283,Angoche,MZ,2022-02-12 15:58:45,-16.2325,39.9086,79.05,87,75,7.96
284,Mantua,IT,2022-02-12 15:58:46,45.1667,10.7833,54.64,40,0,5.99
285,Cuamba,MZ,2022-02-12 15:58:47,-14.8031,36.5372,70.2,95,100,1.34
286,San Andres,CO,2022-02-12 15:58:48,12.5847,-81.7006,84.22,70,40,13.8
287,Vagur,FO,2022-02-12 15:58:50,61.4732,-6.8119,43.47,88,100,19.66
288,Saint-Pierre,RE,2022-02-12 15:58:50,-21.3393,55.4781,80.28,83,40,5.75
289,Luderitz,NA,2022-02-12 15:58:51,-26.6481,15.1594,74.48,66,40,0.65
290,Sardinia,GR,2022-02-12 15:58:52,38.8833,21.2,56.32,75,100,0.74
291,Kutum,SD,2022-02-12 15:55:08,14.2,24.6667,75.11,8,49,8.88
292,Dudinka,RU,2022-02-12 15:58:54,69.4058,86.1778,-5.64,85,22,15.01
293,Half Moon Bay,US,2022-02-12 15:58:55,37.4636,-122.4286,63.97,68,0,3.44
294,Severo-Yeniseyskiy,RU,2022-02-12 15:58:56,60.3725,93.0408,-16.78,100,28,3.62
295,Tainan,TW,2022-02-12 15:58:57,22.9908,120.2133,71.15,94,40,5.75
296,Inirida,CO,2022-02-12 15:58:58,3.8653,-67.9239,90.32,54,100,2.17
297,Kirakira,SB,2022-02-12 15:58:59,-10.4544,161.9205,77.58,88,100,4.97
298,Chuy,UY,2022-02-12 15:59:00,-33.6971,-53.4616,75.99,77,100,6.6
299,Mwinilunga,ZM,2022-02-12 15:59:01,-11.7358,24.4293,69.78,85,55,2.89
300,Mayumba,GA,2022-02-12 15:59:02,-3.432,10.6554,81.3,78,19,9.26
301,Isla Pucu,PY,2022-02-12 15:59:03,-25.3,-56.9,85.32,23,11,3.31
302,San Juan De Uraba,CO,2022-02-12 15:59:04,8.7592,-76.5297,85.06,66,36,7.29
303,Xining,CN,2022-02-12 15:59:05,36.6167,101.7667,12.79,65,1,1.77
304,Bolanos De Calatrava,ES,2022-02-12 15:59:06,38.9069,-3.6635,62.28,41,20,6.91
305,Riyadh,SA,2022-02-12 15:57:43,24.6877,46.7219,62.74,30,3,15.73
306,Fort-Shevchenko,KZ,2022-02-12 15:59:08,44.5086,50.263,41.52,86,18,9.62
307,Alice Springs,AU,2022-02-12 15:57:00,-23.7,133.8833,63.95,63,0,4.61
308,Hovd,MN,2022-02-12 15:59:10,48.0056,91.6419,-15.79,85,28,4.25
309,Svetlogorsk,BY,2022-02-12 15:59:11,52.6333,29.7333,26.44,84,4,7.38
310,Rondonopolis,BR,2022-02-12 15:59:12,-16.4708,-54.6356,85.48,71,48,2.62
311,Tovuz,AZ,2022-02-12 15:59:14,40.9922,45.6289,45.39,49,0,2.82
312,San Cristobal,VE,2022-02-12 15:59:15,7.7669,-72.225,73.58,41,95,9.24
313,Ust-Maya,RU,2022-02-12 15:59:16,60.4167,134.5333,-35.09,100,99,0.38
314,Vila Franca Do Campo,PT,2022-02-12 15:59:17,37.7167,-25.4333,63.01,68,96,11.32
315,Mar Del Plata,AR,2022-02-12 15:54:40,-38.0023,-57.5575,64.42,67,20,23.02
316,Lavrentiya,RU,2022-02-12 15:59:19,65.5833,-171.0,-19.64,93,12,7.07
317,La Ronge,CA,2022-02-12 15:57:18,55.1001,-105.2842,-21.75,69,40,2.3
318,Oranjemund,NA,2022-02-12 15:59:20,-28.55,16.4333,75.09,58,27,21.14
319,Bonthe,SL,2022-02-12 15:59:21,7.5264,-12.505,87.22,57,17,15.12
320,Turukhansk,RU,2022-02-12 15:59:22,65.8167,87.9833,-12.03,79,1,8.52
321,Rocha,UY,2022-02-12 15:59:23,-34.4833,-54.3333,67.71,97,100,10.29
322,Saint-Augustin,CA,2022-02-12 15:57:33,51.226,-58.6502,30.52,99,100,16.15
323,Pedernales,DO,2022-02-12 15:59:25,18.0384,-71.744,84.69,44,6,11.01
324,Amurrio,ES,2022-02-12 16:00:26,43.05,-3.0,61.47,76,24,2.39
325,Rabo De Peixe,PT,2022-02-12 16:00:27,37.8,-25.5833,62.11,63,75,12.66
326,Havre-Saint-Pierre,CA,2022-02-12 16:00:29,50.2334,-63.5986,33.03,95,100,17.72
327,Verkhoyansk,RU,2022-02-12 16:00:30,67.5447,133.385,-33.72,99,79,1.74
328,Hamilton,US,2022-02-12 16:00:31,39.1834,-84.5333,32.99,79,97,5.99
329,Kloulklubed,PW,2022-02-12 16:00:32,7.0419,134.2556,81.97,77,87,23.89
330,Broome,US,2022-02-12 16:00:34,42.2506,-75.833,45.01,63,97,8.01
331,Kjollefjord,NO,2022-02-12 16:00:35,70.9457,27.3465,27.1,71,93,18.19
332,Rurrenabaque,BO,2022-02-12 16:00:36,-14.4413,-67.5278,85.06,69,100,4.05
333,Liptovsky Hradok,SK,2022-02-12 16:00:38,49.0396,19.7234,36.91,93,15,1.99
334,Mangochi,MW,2022-02-12 16:00:39,-14.4782,35.2645,71.64,92,100,4.09
335,Mastic Beach,US,2022-02-12 16:00:40,40.7668,-72.8521,57.4,70,71,7.0
336,Villarrica,PY,2022-02-12 16:00:41,-25.75,-56.4333,99.95,26,13,2.62
337,Imbituba,BR,2022-02-12 15:59:59,-28.24,-48.6703,84.09,60,0,14.29
338,Egvekinot,RU,2022-02-12 16:00:44,66.3167,-179.1667,-20.27,88,19,8.23
339,Buritis,BR,2022-02-12 16:00:45,-15.6178,-46.4233,77.68,76,100,3.44
340,Alacranes,CU,2022-02-12 16:00:47,22.7675,-81.5675,82.94,59,2,6.91
341,Marsa Matruh,EG,2022-02-12 16:00:48,31.3525,27.2453,57.33,70,0,9.48
342,Tramandai,BR,2022-02-12 16:00:49,-29.9847,-50.1336,80.49,66,2,14.36
343,Puerto Escondido,MX,2022-02-12 16:00:50,15.85,-97.0667,82.62,52,31,2.48
344,Comodoro Rivadavia,AR,2022-02-12 15:58:42,-45.8667,-67.5,84.06,26,0,8.05
345,Kargasok,RU,2022-02-12 16:00:51,59.0556,80.8572,-6.03,99,63,8.68
346,Hirakud,IN,2022-02-12 16:00:26,21.5167,83.8667,63.57,32,52,0.83
347,Ponnani,IN,2022-02-12 16:00:53,10.767,75.9252,83.52,77,60,5.77
348,Kuching,MY,2022-02-12 16:00:54,1.55,110.3333,75.42,100,40,2.3
349,Kalmunai,LK,2022-02-12 16:00:55,7.4167,81.8167,77.52,89,98,8.34
350,Olafsvik,IS,2022-02-12 16:00:56,64.8945,-23.7142,28.51,69,49,26.66
351,Ust-Kuyga,RU,2022-02-12 16:00:57,70.0167,135.6,-16.26,98,100,8.84
352,Mariental,NA,2022-02-12 16:00:58,-24.6333,17.9667,83.68,40,99,7.36
353,Trujillo,PE,2022-02-12 16:00:59,-8.116,-79.03,75.49,73,98,8.3
354,Motygino,RU,2022-02-12 16:01:00,58.1831,94.7592,-12.08,97,13,4.72
355,Talnakh,RU,2022-02-12 16:01:02,69.4865,88.3972,-9.0,79,44,9.98
356,Yerbogachen,RU,2022-02-12 16:01:03,61.2767,108.0108,-12.44,100,98,0.81
357,Begusarai,IN,2022-02-12 16:01:04,25.4167,86.1333,58.19,60,0,3.76
358,Cao Bang,VN,2022-02-12 16:01:05,22.6667,106.25,56.01,98,100,1.07
359,Berlevag,NO,2022-02-12 16:01:06,70.8578,29.0864,25.05,78,90,16.84
360,Pensilvania,US,2022-02-12 16:01:07,40.2724,-76.9057,52.84,57,100,14.0
361,Port Macquarie,AU,2022-02-12 16:01:08,-31.4333,152.9167,61.9,72,82,9.28
362,Buraydah,SA,2022-02-12 16:01:09,26.326,43.975,56.01,27,0,10.02
363,Pueblo,US,2022-02-12 15:56:43,38.2545,-104.6091,37.74,87,0,0.0
364,Ostrovnoy,RU,2022-02-12 16:01:11,68.0531,39.5131,18.52,96,86,8.1
365,Abu Kamal,SY,2022-02-12 16:01:12,34.4506,40.9171,58.05,33,0,9.04
366,Sumenep,ID,2022-02-12 16:01:13,-7.0167,113.8667,75.76,94,100,8.86
367,Paldiski,EE,2022-02-12 16:01:14,59.3567,24.0531,36.86,80,100,20.71
368,Tashtagol,RU,2022-02-12 16:01:15,52.7657,87.8894,-5.6,95,5,4.34
369,Donskoye,RU,2022-02-12 16:02:16,45.4552,41.9741,42.03,71,100,8.97
370,Nola,IT,2022-02-12 16:02:17,40.922,14.5329,61.21,57,35,7.23
371,Devils Lake,US,2022-02-12 16:02:18,48.1128,-98.8651,-0.06,79,86,5.01
372,Virginia Beach,US,2022-02-12 16:00:03,36.8529,-75.978,65.05,46,0,4.0
373,Redwater,US,2022-02-12 16:02:20,33.3582,-94.2544,41.32,89,100,9.91
374,San Quintin,MX,2022-02-12 16:02:21,30.4833,-115.95,66.76,40,3,1.61
375,Hanmer Springs,NZ,2022-02-12 16:02:22,-42.5167,172.8167,49.19,99,100,11.54
376,Juneau,US,2022-02-12 15:58:28,58.3019,-134.4197,38.84,98,100,10.0
377,Tilichiki,RU,2022-02-12 16:02:24,60.4667,166.1,-21.39,92,10,8.97
378,Gravdal,NO,2022-02-12 16:02:25,68.1214,13.5031,26.8,74,15,9.42
379,Vanderbijlpark,ZA,2022-02-12 16:02:26,-26.7117,27.838,80.67,33,99,5.35
380,Gat,IL,2022-02-12 15:59:52,31.61,34.7642,61.39,15,0,7.09
381,Fairbanks,US,2022-02-12 16:02:29,64.8378,-147.7164,-5.03,84,97,2.64
382,Abalak,RU,2022-02-12 16:02:30,58.1286,68.5944,4.21,90,100,8.43
383,Dehloran,IR,2022-02-12 16:02:31,32.6941,47.2679,62.1,44,11,3.09
384,Chicama,PE,2022-02-12 16:02:33,-7.8447,-79.1469,78.49,61,92,8.41
385,Pasighat,IN,2022-02-12 16:02:34,28.0667,95.3333,56.43,80,1,3.62
386,Shadegan,IR,2022-02-12 16:02:35,30.6497,48.6647,59.92,47,21,9.19
387,Paamiut,GL,2022-02-12 16:02:36,61.994,-49.6678,21.76,95,100,12.19
388,Xiongzhou,CN,2022-02-12 16:02:36,25.1167,114.3,51.89,91,100,4.07
389,Catamarca,AR,2022-02-12 16:00:53,-28.4696,-65.7852,67.77,82,100,4.0
390,Westport,US,2022-02-12 16:02:38,41.1415,-73.3579,57.65,62,0,11.5
391,Nemuro,JP,2022-02-12 16:02:39,43.3236,145.575,21.88,79,52,4.83
392,Porto Nacional,BR,2022-02-12 16:02:40,-10.7081,-48.4172,84.56,72,84,0.29
393,Edd,ER,2022-02-12 16:02:41,13.9297,41.6925,79.23,70,3,7.14
394,Qarqin,AF,2022-02-12 16:02:42,37.4185,66.0436,50.25,44,100,16.06
395,Platnirovskaya,RU,2022-02-12 16:02:43,45.3953,39.3842,44.91,74,98,12.59
396,Moree,AU,2022-02-12 16:02:44,-29.4667,149.85,68.67,54,35,11.52
397,Coquimbo,CL,2022-02-12 15:57:46,-29.9533,-71.3436,67.73,72,40,12.66
398,Antigonish,CA,2022-02-12 15:59:32,45.6169,-61.9986,53.13,68,56,8.01
399,Blagoyevo,RU,2022-02-12 16:02:47,63.3667,47.9167,20.82,96,100,5.86
400,Mareeba,AU,2022-02-12 16:02:48,-17.0,145.4333,74.12,94,25,2.77
401,Kempsey,AU,2022-02-12 16:02:49,-31.0833,152.8333,61.95,89,85,4.0
402,Yuryevets,RU,2022-02-12 16:02:49,57.3201,43.1041,19.35,93,92,9.26
403,Kabanjahe,ID,2022-02-12 16:02:50,3.1001,98.4908,65.16,93,82,1.19
404,Tamiahua,MX,2022-02-12 16:02:51,21.2667,-97.45,72.09,71,30,7.11
405,Locri,IT,2022-02-12 16:02:53,38.2414,16.2623,59.23,84,100,6.69
406,Berbera,SO,2022-02-12 16:02:54,10.4396,45.0143,76.75,64,100,7.34
407,Ponta Do Sol,PT,2022-02-12 16:02:55,32.6667,-17.1,68.13,53,14,2.66
408,Presidencia Roque Saenz Pena,AR,2022-02-12 16:02:56,-26.7852,-60.4388,68.54,91,100,10.54
409,Atar,MR,2022-02-12 16:02:57,20.5169,-13.0499,83.89,13,22,15.52
410,Santa Maria,BR,2022-02-12 16:01:39,-29.6842,-53.8069,97.2,26,72,8.41
411,Dwarka,IN,2022-02-12 16:02:58,22.2394,68.9678,71.53,50,3,10.09
412,Tunceli,TR,2022-02-12 16:02:59,39.1083,39.5471,41.86,79,12,5.06
413,Tshela,CD,2022-02-12 16:03:00,-4.9833,12.9333,87.13,58,26,3.6
414,Coihaique,CL,2022-02-12 16:03:01,-45.5752,-72.0662,74.55,43,13,4.59
415,Manta,EC,2022-02-12 16:03:02,-0.95,-80.7333,74.57,83,100,1.07
416,Bethel,US,2022-02-12 16:03:04,41.3712,-73.414,58.08,52,0,17.27
417,Kavaratti,IN,2022-02-12 16:04:04,10.5669,72.642,80.89,70,2,6.38
418,Acari,PE,2022-02-12 16:04:06,-15.4311,-74.6158,80.35,59,98,9.93
419,Haines Junction,CA,2022-02-12 16:04:07,60.7522,-137.5108,18.72,97,82,5.48
420,Pistsovo,RU,2022-02-12 16:04:08,57.179,40.5298,25.9,91,80,11.34
421,Urucara,BR,2022-02-12 16:04:10,-2.5364,-57.76,80.91,87,100,4.21
422,Yar-Sale,RU,2022-02-12 16:04:11,66.8333,70.8333,-7.17,88,100,14.81
423,Moyo,UG,2022-02-12 16:04:12,3.6609,31.7247,89.4,20,72,7.31
424,Tigil,RU,2022-02-12 16:04:13,57.8,158.6667,-19.77,100,24,1.19
425,Kichera,RU,2022-02-12 16:04:14,55.9375,110.0997,-17.82,85,9,5.35
426,Grindavik,IS,2022-02-12 16:04:15,63.8424,-22.4338,25.27,74,0,10.36
427,Nechanice,CZ,2022-02-12 16:04:16,50.2374,15.6328,40.86,68,7,6.13
428,Khandyga,RU,2022-02-12 16:04:17,62.6667,135.6,-41.31,100,88,2.06
429,Mamedkala,RU,2022-02-12 16:04:18,42.1677,48.1199,44.08,78,2,2.08
430,Kasane,BW,2022-02-12 16:04:19,-17.8167,25.15,72.37,86,94,6.06
431,Kruisfontein,ZA,2022-02-12 16:02:02,-34.0033,24.7314,75.79,78,33,14.7
432,Arman,RU,2022-02-12 16:04:20,59.7,150.1667,-7.94,81,92,7.56
433,Severodvinsk,RU,2022-02-12 16:04:22,64.5635,39.8302,19.51,90,65,10.2
434,Songjianghe,CN,2022-02-12 16:04:23,42.1859,127.479,10.38,94,100,1.86
435,Salinopolis,BR,2022-02-12 16:04:24,-0.6136,-47.3561,83.48,72,84,8.75
436,Nuuk,GL,2022-02-12 16:00:19,64.1835,-51.7216,20.01,86,100,11.01
437,Shingu,JP,2022-02-12 16:04:26,33.7333,135.9833,41.92,67,0,5.53
438,Salalah,OM,2022-02-12 16:04:27,17.0151,54.0924,77.09,61,40,5.75
439,Jalu,LY,2022-02-12 16:00:29,29.0331,21.5482,62.22,32,0,4.18
440,Abapo,BO,2022-02-12 16:04:29,-18.8333,-63.4667,63.27,99,100,2.17
441,Lasa,IT,2022-02-12 16:04:30,46.6166,10.7002,39.11,69,0,2.08
442,Takoradi,GH,2022-02-12 16:04:31,4.8845,-1.7554,84.4,67,93,12.08
443,Zhigansk,RU,2022-02-12 16:04:32,66.7697,123.3711,-33.92,100,65,4.41
444,Tabou,CI,2022-02-12 16:04:33,4.423,-7.3528,83.32,69,59,9.78
445,Machico,PT,2022-02-12 16:04:34,32.7,-16.7667,69.12,68,40,11.5
446,Innisfail,AU,2022-02-12 16:04:35,-17.5333,146.0333,73.4,82,37,3.8
447,Narasannapeta,IN,2022-02-12 16:04:36,18.4167,84.05,70.16,71,24,3.85
448,Parabel,RU,2022-02-12 16:04:37,58.6978,81.4825,-5.57,100,52,7.54
449,Nioro,GM,2022-02-12 16:04:38,13.35,-15.75,94.96,6,33,13.56
450,Tezu,IN,2022-02-12 16:04:39,27.9167,96.1667,54.1,71,17,4.0
451,Carballo,ES,2022-02-12 16:04:40,43.213,-8.691,56.77,72,44,3.6
452,Pangnirtung,CA,2022-02-12 16:03:48,66.1451,-65.7125,-1.25,99,100,5.17
453,Brigantine,US,2022-02-12 16:04:42,39.4101,-74.3646,61.2,39,0,13.8
454,Bar-Le-Duc,FR,2022-02-12 16:03:46,48.75,5.1667,53.78,63,96,5.06
455,Ban Nahin,LA,2022-02-12 16:04:44,18.2418,104.2122,74.41,73,100,3.6
456,Soe,ID,2022-02-12 16:04:45,-9.8607,124.284,66.7,95,96,1.68
457,Ambovombe,MG,2022-02-12 16:04:46,-25.1667,46.0833,76.26,81,0,19.66
458,Samoded,RU,2022-02-12 16:04:47,63.6083,40.5111,14.38,92,91,6.62
459,Byumba,RW,2022-02-12 16:04:48,-1.5763,30.0675,62.8,80,100,2.84
460,Bilibino,RU,2022-02-12 16:04:49,68.0546,166.4372,-37.48,100,91,1.34
461,Port Lincoln,AU,2022-02-12 16:04:50,-34.7333,135.8667,68.4,69,100,9.55
462,Namatanai,PG,2022-02-12 16:19:58,-3.6667,152.4333,78.15,82,100,4.54
463,Nouadhibou,MR,2022-02-12 16:22:05,20.931,-17.0347,78.78,29,95,12.66
464,Havelock,US,2022-02-12 16:22:06,34.8791,-76.9013,68.05,53,0,12.66
465,Jaisalmer,IN,2022-02-12 16:22:07,26.9147,70.9181,70.16,15,0,6.46
466,Vostok,RU,2022-02-12 16:22:08,46.4856,135.8833,5.61,97,100,2.68
467,Smithers,CA,2022-02-12 16:22:09,54.7804,-127.1743,25.12,80,75,3.44
468,Suzun,RU,2022-02-12 16:22:10,53.7841,82.3116,-0.72,96,25,5.7
469,San Miguelito,PA,2022-02-12 16:22:11,9.0333,-79.5,89.55,59,40,13.8
470,Bhongir,IN,2022-02-12 16:22:12,17.5108,78.8889,73.58,29,60,6.4
471,Pereira Barreto,BR,2022-02-12 16:22:13,-20.6383,-51.1092,83.05,64,38,8.25
472,Mlonggo,ID,2022-02-12 16:22:14,-6.5333,110.7,75.09,87,99,2.48
473,Bobo Dioulasso,BF,2022-02-12 16:22:15,11.1771,-4.2979,93.65,7,0,4.61
474,Trinidad,BO,2022-02-12 16:21:34,-14.8333,-64.9,84.18,74,75,4.61
475,Kiunga,PG,2022-02-12 16:22:17,-6.1219,141.2906,75.2,84,100,1.39
476,Saint-Francois,FR,2022-02-12 16:22:18,46.4154,3.9054,44.04,69,0,4.61
477,North Bend,US,2022-02-12 16:22:19,43.4065,-124.2243,47.86,76,0,5.75
478,Salamiyah,SY,2022-02-12 16:22:20,35.0113,37.0532,52.81,54,0,3.36
479,Itoman,JP,2022-02-12 16:22:20,26.1247,127.6694,68.02,94,75,20.71
480,Alcaniz,ES,2022-02-12 16:22:21,41.05,-0.1333,56.43,45,83,7.81
481,Vila,PT,2022-02-12 16:22:23,42.0304,-8.1588,50.74,76,83,3.71
482,Murchison,NZ,2022-02-12 16:22:24,-41.8,172.3333,52.65,99,100,4.94
483,Miri,MY,2022-02-12 16:22:25,4.4148,114.0089,77.14,94,40,3.44
484,Lakes Entrance,AU,2022-02-12 16:22:28,-37.8811,147.981,53.17,89,4,10.07
485,Nichinan,JP,2022-02-12 16:18:50,31.6,131.3667,53.19,92,100,6.82
486,San Policarpo,PH,2022-02-12 16:22:30,12.1791,125.5072,78.35,86,100,13.58
487,Moron,AR,2022-02-12 16:22:31,-34.6534,-58.6198,69.55,63,73,8.25
488,Seoul,KR,2022-02-12 16:20:12,37.5683,126.9778,31.44,64,0,3.44
489,Palmer,US,2022-02-12 16:22:34,42.1584,-72.3287,58.32,47,100,9.22
490,Panaba,MX,2022-02-12 16:22:35,21.2833,-88.2667,81.82,61,27,10.13
491,Stornoway,GB,2022-02-12 16:22:35,58.2093,-6.3865,44.56,89,75,20.71
492,Wenatchee,US,2022-02-12 16:22:36,47.4235,-120.3103,30.58,80,0,3.44
493,Viedma,AR,2022-02-12 16:22:38,-40.8135,-62.9967,78.62,19,98,15.14
494,Khorixas,NA,2022-02-12 16:22:39,-20.3667,14.9667,79.95,54,100,11.81
495,Port Blair,IN,2022-02-12 16:22:40,11.6667,92.75,78.3,67,8,15.37
496,Rafai,CF,2022-02-12 16:22:42,4.95,23.9167,89.6,20,88,3.78
497,Qui Nhon,VN,2022-02-12 16:18:10,13.7667,109.2333,75.4,88,100,6.26
498,Astana,KZ,2022-02-12 16:22:43,51.1801,71.446,12.15,85,100,22.37
499,Xuddur,SO,2022-02-12 16:22:44,4.1213,43.8894,82.62,25,15,10.13
500,Celestun,MX,2022-02-12 16:22:45,20.8667,-90.4,77.63,73,95,8.93
501,Grand-Santi,GF,2022-02-12 16:22:46,4.25,-54.3833,82.36,77,94,5.06
502,Tondano,ID,2022-02-12 16:22:47,1.3038,124.9112,68.09,94,69,1.48
503,Birao,CF,2022-02-12 16:22:48,10.2849,22.7882,90.66,8,7,8.61
504,Beringovskiy,RU,2022-02-12 16:22:49,63.05,179.3167,-25.92,95,21,7.7
505,Farkhor,TJ,2022-02-12 16:22:50,37.4922,69.4036,50.88,55,100,5.35
506,Mayya,RU,2022-02-12 16:22:51,61.7333,130.2811,-35.28,100,76,2.91
507,Tuymazy,RU,2022-02-12 16:23:52,54.6067,53.7097,25.21,91,100,4.79
508,Suntar,RU,2022-02-12 16:23:53,62.1444,117.6319,-23.91,100,93,3.13
509,Moranbah,AU,2022-02-12 16:23:54,-22.0016,148.0466,71.47,76,24,12.8
510,Ambulu,ID,2022-02-12 16:23:55,-8.345,113.6058,75.81,88,100,3.53
511,Warrington,GB,2022-02-12 16:23:56,53.3925,-2.5802,47.8,85,75,24.16
512,Goderich,CA,2022-02-12 16:21:42,43.7501,-81.7165,18.91,79,100,18.41
513,Yatou,CN,2022-02-12 16:23:58,37.15,122.3833,36.28,66,100,5.82
514,Pimentel,PE,2022-02-12 16:23:58,-6.8367,-79.9342,77.29,65,0,4.61
515,Wenling,CN,2022-02-12 16:24:00,28.3669,121.36,49.91,87,100,6.58
516,Baykit,RU,2022-02-12 16:24:01,61.67,96.37,-13.29,100,23,2.64
517,Matara,LK,2022-02-12 16:24:03,5.9485,80.5353,76.75,89,99,2.33
518,Sumbe,AO,2022-02-12 16:24:04,-11.2061,13.8437,81.48,62,94,9.35
519,Bafra,TR,2022-02-12 16:24:05,41.5678,35.9069,46.18,62,18,2.75
520,Diamantino,BR,2022-02-12 16:24:06,-14.4086,-56.4461,83.62,71,99,3.33
521,Prince Rupert,CA,2022-02-12 16:20:06,54.3161,-130.3201,38.89,93,75,4.61
522,Hasaki,JP,2022-02-12 16:24:08,35.7333,140.8333,28.8,58,34,6.78
523,Hervey Bay,AU,2022-02-12 16:22:30,-25.2986,152.8535,69.91,66,90,22.01
524,Talcahuano,CL,2022-02-12 16:24:10,-36.7167,-73.1167,80.28,29,0,11.5
525,Mattru,SL,2022-02-12 16:24:11,7.6244,-11.8332,98.17,22,61,3.44
526,Devrek,TR,2022-02-12 16:24:12,41.2192,31.9558,43.83,81,45,1.95
527,Katsuura,JP,2022-02-12 16:24:13,35.1333,140.3,41.11,56,100,3.22
528,Harbour Breton,CA,2022-02-12 16:24:14,47.4833,-55.7983,41.0,88,100,28.32
529,Choma,ZM,2022-02-12 16:24:15,-16.8065,26.9531,67.66,92,100,5.21
530,Noumea,NC,2022-02-12 16:24:16,-22.2763,166.4572,80.01,99,95,4.12
531,Pacifica,US,2022-02-12 16:23:27,37.6138,-122.4869,62.42,74,75,11.01
532,Erzin,TR,2022-02-12 16:24:17,36.9559,36.2,56.12,69,1,1.72
533,Playa Vicente,MX,2022-02-12 16:24:18,17.8333,-95.8167,73.8,80,100,4.74
534,Atikokan,CA,2022-02-12 16:24:19,48.7555,-91.6216,-14.76,92,100,3.18
535,Azul,AR,2022-02-12 16:24:21,-36.777,-59.8585,67.33,36,0,10.74
536,Ucluelet,CA,2022-02-12 16:24:22,48.9329,-125.5528,34.11,61,5,3.78
537,Xichang,CN,2022-02-12 16:24:23,27.8964,102.2634,38.7,79,34,5.88
538,Constitucion,CL,2022-02-12 16:20:26,-35.3333,-72.4167,73.0,48,1,7.31
539,Twin Falls,US,2022-02-12 16:24:26,42.3505,-114.6445,23.34,93,100,6.91
540,Qandala,SO,2022-02-12 16:24:27,11.472,49.8728,75.97,70,23,4.38
541,Hondo,JP,2022-02-12 16:24:27,32.45,130.2,49.95,83,100,10.42
542,Staryy Nadym,RU,2022-02-12 16:21:17,65.6118,72.6842,-7.76,94,7,15.28
543,Sorland,NO,2022-02-12 16:23:51,67.667,12.6934,32.31,63,47,7.7
544,Puerto Quijarro,BO,2022-02-12 16:24:30,-17.7833,-57.7667,95.63,44,53,2.66
545,Puerto Madryn,AR,2022-02-12 16:24:31,-42.7692,-65.0385,76.12,23,99,3.09
546,Pamyat Parizhskoy Kommuny,RU,2022-02-12 16:24:32,56.1048,44.4952,27.95,93,100,8.19
547,Koslan,RU,2022-02-12 16:20:18,63.4564,48.8989,20.7,96,100,5.46
548,Kysyl-Syr,RU,2022-02-12 16:24:33,63.8986,122.7617,-21.17,100,100,2.28
549,Prescott,US,2022-02-12 16:24:34,34.54,-112.4685,50.88,26,0,5.75
550,Zhoucheng,CN,2022-02-12 16:24:35,35.9122,116.3117,42.22,43,100,3.02
551,Atambua,ID,2022-02-12 16:24:37,-9.1061,124.8925,73.74,91,65,4.27
552,Wanaka,NZ,2022-02-12 16:24:38,-44.7,169.15,50.11,58,100,1.99
553,Qianan,CN,2022-02-12 16:25:39,44.9932,124.0581,-9.11,99,13,2.95
554,Illintsi,UA,2022-02-12 16:25:40,49.1048,29.2177,34.59,78,99,7.54
555,Novaya Zaimka,RU,2022-02-12 16:25:42,56.4857,66.9241,3.61,96,100,5.97
556,Balikpapan,ID,2022-02-12 16:25:43,-1.2675,116.8289,75.2,88,100,2.04
557,Palmerston,AU,2022-02-12 16:25:44,-12.486,130.9833,76.98,84,14,4.61
558,Sebring,US,2022-02-12 16:25:25,27.4956,-81.4409,79.79,45,0,4.61
559,Garowe,SO,2022-02-12 16:25:45,8.4054,48.4845,79.77,28,63,8.32
